task_id,task_name,video_id,step_idx,action,state_change,next_step_idx,next_action,next_state_change,action_start,action_end,next_action_start,next_action_end,canonical_order,next_canonical_order,is_in_order,task_goal,remaining_plan,plan_progress
105222,Make Kimchi Fried Rice,abNeUSk3OnQ,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,74.08,78.21,81.95,82.9,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,abNeUSk3OnQ,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,81.95,82.9,84.03,108.83,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,DLrZYkn8zBU,5,pour sesame oil,Sesame oil is now poured in.,3,add ham,Ham is now added to the mixture.,53.51,56.51,60.22,63.22,5,3,False,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.167
105222,Make Kimchi Fried Rice,DLrZYkn8zBU,3,add ham,Ham is now added to the mixture.,4,add kimchi,Kimchi is now added to the mixture.,60.22,63.22,76.1,81.1,3,4,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.333
105222,Make Kimchi Fried Rice,DLrZYkn8zBU,4,add kimchi,Kimchi is now added to the mixture.,2,add rice,Rice is now added to the mixture.,76.1,81.1,89.28,94.28,4,2,False,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.5
105222,Make Kimchi Fried Rice,DLrZYkn8zBU,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,89.28,94.28,98.08,117.08,2,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.667
105222,Make Kimchi Fried Rice,DLrZYkn8zBU,6,stir mixture,The mixture is now stirred and combined.,1,add onion,Onion is now added to the mixture.,98.08,117.08,122.14,125.14,6,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,3vQP3BXHKso,5,pour sesame oil,Sesame oil is now poured in.,4,add kimchi,Kimchi is now added to the mixture.,15.34,16.95,19.65,20.42,5,4,False,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.167
105222,Make Kimchi Fried Rice,3vQP3BXHKso,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,19.65,20.42,21.14,22.46,4,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.333
105222,Make Kimchi Fried Rice,3vQP3BXHKso,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,21.14,22.46,26.83,27.97,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,3vQP3BXHKso,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,26.83,27.97,31.84,33.49,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,3vQP3BXHKso,6,stir mixture,The mixture is now stirred and combined.,1,add onion,Onion is now added to the mixture.,31.84,33.49,34.89,36.27,6,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,3vQP3BXHKso,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,34.89,36.27,37.34,47.93,1,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,3vQP3BXHKso,6,stir mixture,The mixture is now stirred and combined.,3,add ham,Ham is now added to the mixture.,37.34,47.93,39.51,40.81,6,3,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,3vQP3BXHKso,3,add ham,Ham is now added to the mixture.,4,add kimchi,Kimchi is now added to the mixture.,39.51,40.81,44.19,46.39,3,4,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,3vQP3BXHKso,4,add kimchi,Kimchi is now added to the mixture.,2,add rice,Rice is now added to the mixture.,44.19,46.39,49.05,50.46,4,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,3vQP3BXHKso,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,49.05,50.46,51.03,54.14,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),1.0
105222,Make Kimchi Fried Rice,gIxHa-wQ6Qs,4,add kimchi,Kimchi is now added to the mixture.,3,add ham,Ham is now added to the mixture.,22.77,27.05,33.65,38.35,4,3,False,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,gIxHa-wQ6Qs,3,add ham,Ham is now added to the mixture.,5,pour sesame oil,Sesame oil is now poured in.,33.65,38.35,44.17,51.54,3,5,True,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.333
105222,Make Kimchi Fried Rice,gIxHa-wQ6Qs,5,pour sesame oil,Sesame oil is now poured in.,6,stir mixture,The mixture is now stirred and combined.,44.17,51.54,59.89,65.69,5,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.5
105222,Make Kimchi Fried Rice,gIxHa-wQ6Qs,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,59.89,65.69,69.83,74.73,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,gIxHa-wQ6Qs,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,69.83,74.73,104.2,124.24,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,2,add rice,Rice is now added to the mixture.,5,pour sesame oil,Sesame oil is now poured in.,51.61,54.43,117.16,120.58,2,5,True,Complete the task: Make Kimchi Fried Rice.,add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,5,pour sesame oil,Sesame oil is now poured in.,6,stir mixture,The mixture is now stirred and combined.,117.16,120.58,124.87,172.19,5,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.333
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,6,stir mixture,The mixture is now stirred and combined.,1,add onion,Onion is now added to the mixture.,124.87,172.19,142.15,145.05,6,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,142.15,145.05,207.62,304.95,1,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,207.62,304.95,289.77,292.35,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,PsCQaeVu7e0,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,289.77,292.35,354.61,367.0,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,9QbhLTDznyA,4,add kimchi,Kimchi is now added to the mixture.,2,add rice,Rice is now added to the mixture.,25.01,32.87,61.28,66.48,4,2,False,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,9QbhLTDznyA,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,61.28,66.48,68.14,73.89,2,6,True,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.333
105222,Make Kimchi Fried Rice,9QbhLTDznyA,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,68.14,73.89,84.08,98.66,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,9QbhLTDznyA,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,84.08,98.66,117.24,118.25,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,9QbhLTDznyA,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,117.24,118.25,132.8,134.63,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,9QbhLTDznyA,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,132.8,134.63,140.1,143.49,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,c3MUYFzDagI,1,add onion,Onion is now added to the mixture.,3,add ham,Ham is now added to the mixture.,22.6,25.22,39.38,39.87,1,3,True,Complete the task: Make Kimchi Fried Rice.,add rice -> add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,c3MUYFzDagI,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,39.38,39.87,60.68,62.72,3,6,True,Complete the task: Make Kimchi Fried Rice.,add kimchi -> pour sesame oil -> stir mixture,0.333
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,60.68,62.72,66.89,68.73,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,66.89,68.73,75.63,77.81,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,75.63,77.81,84.92,89.87,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,84.92,89.87,89.94,91.94,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,c3MUYFzDagI,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,89.94,91.94,92.07,93.07,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,92.07,93.07,98.49,104.05,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,c3MUYFzDagI,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,98.49,104.05,104.11,106.7,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,104.11,106.7,106.78,110.26,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,106.78,110.26,110.34,113.17,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,110.34,113.17,117.74,131.58,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,117.74,131.58,134.48,136.36,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,134.48,136.36,158.29,164.46,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,6,stir mixture,The mixture is now stirred and combined.,5,pour sesame oil,Sesame oil is now poured in.,158.29,164.46,167.95,169.34,6,5,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,c3MUYFzDagI,5,pour sesame oil,Sesame oil is now poured in.,6,stir mixture,The mixture is now stirred and combined.,167.95,169.34,175.99,180.54,5,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),1.0
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,5,pour sesame oil,Sesame oil is now poured in.,3,add ham,Ham is now added to the mixture.,67.88,70.15,71.26,72.05,5,3,False,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.167
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,3,add ham,Ham is now added to the mixture.,4,add kimchi,Kimchi is now added to the mixture.,71.26,72.05,75.1,75.3,3,4,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.333
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,75.1,75.3,75.27,78.17,4,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.5
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,6,stir mixture,The mixture is now stirred and combined.,3,add ham,Ham is now added to the mixture.,75.27,78.17,78.25,79.87,6,3,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,78.25,79.87,80.68,83.41,3,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,80.68,83.41,83.52,85.32,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,2,add rice,Rice is now added to the mixture.,5,pour sesame oil,Sesame oil is now poured in.,83.52,85.32,98.01,99.27,2,5,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,Os-AWwZI5mo,5,pour sesame oil,Sesame oil is now poured in.,1,add onion,Onion is now added to the mixture.,98.01,99.27,99.3,101.3,5,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,5Btry2Da5gM,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,38.82,42.35,46.97,64.81,1,6,True,Complete the task: Make Kimchi Fried Rice.,add rice -> add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,3,add ham,Ham is now added to the mixture.,46.97,64.81,69.09,73.06,6,3,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,5Btry2Da5gM,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,69.09,73.06,73.8,101.19,3,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,73.8,101.19,110.79,139.44,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,110.79,139.44,146.78,147.49,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,5Btry2Da5gM,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,146.78,147.49,149.01,168.01,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,149.01,168.01,175.15,192.51,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,175.15,192.51,198.85,219.43,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,5Btry2Da5gM,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,198.85,219.43,222.62,232.79,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,5Btry2Da5gM,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,222.62,232.79,258.41,280.95,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,64.18,67.53,92.51,96.8,1,6,True,Complete the task: Make Kimchi Fried Rice.,add rice -> add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,92.51,96.8,106.12,122.48,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,3,add ham,Ham is now added to the mixture.,106.12,122.48,124.9,127.83,6,3,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,x-qQQXP53lI,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,124.9,127.83,127.9,173.6,3,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,127.9,173.6,179.88,189.94,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,x-qQQXP53lI,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,179.88,189.94,191.03,223.05,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,191.03,223.05,228.83,230.14,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,x-qQQXP53lI,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,228.83,230.14,234.71,241.86,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,234.71,241.86,248.81,249.98,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,248.81,249.98,251.56,259.57,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,1,add onion,Onion is now added to the mixture.,251.56,259.57,260.96,267.0,6,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,260.96,267.0,268.3,285.18,1,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,x-qQQXP53lI,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,268.3,285.18,301.32,318.85,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,sBJJ0Cj0GG4,1,add onion,Onion is now added to the mixture.,3,add ham,Ham is now added to the mixture.,205.13,210.13,211.83,218.83,1,3,True,Complete the task: Make Kimchi Fried Rice.,add rice -> add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,sBJJ0Cj0GG4,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,211.83,218.83,219.45,237.75,3,6,True,Complete the task: Make Kimchi Fried Rice.,add kimchi -> pour sesame oil -> stir mixture,0.333
105222,Make Kimchi Fried Rice,sBJJ0Cj0GG4,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,219.45,237.75,237.47,240.47,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,sBJJ0Cj0GG4,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,237.47,240.47,243.05,258.05,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,CxyNKkd6Ey4,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,166.37,197.37,325.13,325.38,4,6,True,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,CxyNKkd6Ey4,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,325.13,325.38,357.42,366.42,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,CxyNKkd6Ey4,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,357.42,366.42,368.73,425.63,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,5,pour sesame oil,Sesame oil is now poured in.,6,stir mixture,The mixture is now stirred and combined.,28.75,32.61,47.96,73.61,5,6,True,Complete the task: Make Kimchi Fried Rice.,stir mixture,0.167
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,47.96,73.61,82.25,89.31,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,4,add kimchi,Kimchi is now added to the mixture.,1,add onion,Onion is now added to the mixture.,82.25,89.31,89.92,95.13,4,1,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,1,add onion,Onion is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,89.92,95.13,95.75,123.46,1,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,95.75,123.46,124.1,136.52,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,2,add rice,Rice is now added to the mixture.,5,pour sesame oil,Sesame oil is now poured in.,124.1,136.52,145.44,148.97,2,5,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,RfGkqBNa4vA,5,pour sesame oil,Sesame oil is now poured in.,6,stir mixture,The mixture is now stirred and combined.,145.44,148.97,173.83,197.39,5,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.833
105222,Make Kimchi Fried Rice,9vdsF-mHBxg,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,101.68,106.68,106.82,141.22,4,6,True,Complete the task: Make Kimchi Fried Rice.,pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,9vdsF-mHBxg,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,106.82,141.22,167.0,179.2,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,9vdsF-mHBxg,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,167.0,179.2,182.31,185.31,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,9vdsF-mHBxg,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,182.31,185.31,187.66,205.86,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,4,add kimchi,Kimchi is now added to the mixture.,206.4,215.72,296.79,301.63,6,4,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.167
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,4,add kimchi,Kimchi is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,296.79,301.63,301.5,303.9,4,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,301.5,303.9,310.81,314.89,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,3,add ham,Ham is now added to the mixture.,310.81,314.89,315.06,316.96,6,3,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.333
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,3,add ham,Ham is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,315.06,316.96,317.1,320.2,3,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,317.1,320.2,322.24,326.68,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,6,stir mixture,The mixture is now stirred and combined.,322.24,326.68,331.96,337.61,6,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,6,stir mixture,The mixture is now stirred and combined.,2,add rice,Rice is now added to the mixture.,331.96,337.61,337.84,341.04,6,2,False,Complete the task: Make Kimchi Fried Rice.,(task complete),0.5
105222,Make Kimchi Fried Rice,vUUaTO4oDh8,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,337.84,341.04,349.23,379.33,2,6,True,Complete the task: Make Kimchi Fried Rice.,(task complete),0.667
105222,Make Kimchi Fried Rice,SJDZ8ERqpJY,1,add onion,Onion is now added to the mixture.,2,add rice,Rice is now added to the mixture.,39.48,44.48,57.08,61.48,1,2,True,Complete the task: Make Kimchi Fried Rice.,add rice -> add ham -> add kimchi -> pour sesame oil -> stir mixture,0.167
105222,Make Kimchi Fried Rice,SJDZ8ERqpJY,2,add rice,Rice is now added to the mixture.,6,stir mixture,The mixture is now stirred and combined.,57.08,61.48,67.54,73.64,2,6,True,Complete the task: Make Kimchi Fried Rice.,add ham -> add kimchi -> pour sesame oil -> stir mixture,0.333
