task_id,task_name,video_id,transition_id,seg_pos,next_seg_pos,step_idx,action_id,action,state_change,next_step_idx,next_action_id,next_action,next_state_change,action_start,action_end,next_action_start,next_action_end,roi_start,roi_end,canonical_order,next_canonical_order,is_canonical_next,is_time_ordered,task_goal,remaining_plan,plan_progress
41,ArcWeld,cMndipw7_As,41_cMndipw7_As_0,0,1,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,7.0,36.0,46.0,75.0,2.8154634813110704,101.20824652880762,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,cMndipw7_As,41_cMndipw7_As_1,1,2,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,46.0,75.0,76.0,84.0,2.8154634813110704,101.20824652880762,3,4,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,cMndipw7_As,41_cMndipw7_As_2,2,3,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,76.0,84.0,89.0,97.0,2.8154634813110704,101.20824652880762,4,3,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,cMndipw7_As,41_cMndipw7_As_3,3,4,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,89.0,97.0,98.0,101.0,2.8154634813110704,101.20824652880762,3,4,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,cUk96amBx44,41_cUk96amBx44_0,0,1,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,2.0,6.0,7.0,16.0,0.9544777672387978,91.34933355164826,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,cUk96amBx44,41_cUk96amBx44_1,1,2,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,7.0,16.0,42.0,53.0,0.9544777672387978,91.34933355164826,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,cUk96amBx44,41_cUk96amBx44_2,2,3,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,42.0,53.0,68.0,89.0,0.9544777672387978,91.34933355164826,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,cam-KNnddec,41_cam-KNnddec_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,55.0,66.0,75.0,81.0,39.05454219400433,161.98181038966393,1,2,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,cam-KNnddec,41_cam-KNnddec_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,75.0,81.0,114.0,152.0,39.05454219400433,161.98181038966393,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,58.0,65.0,101.0,107.0,53.25244465686885,190.8209228746216,1,2,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,101.0,107.0,108.0,122.0,53.25244465686885,190.8209228746216,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_2,2,3,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,108.0,122.0,123.0,134.0,53.25244465686885,190.8209228746216,3,4,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_3,3,4,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,123.0,134.0,148.0,154.0,53.25244465686885,190.8209228746216,4,3,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_4,4,5,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,148.0,154.0,155.0,158.0,53.25244465686885,190.8209228746216,3,1,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_5,5,6,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,155.0,158.0,159.0,166.0,53.25244465686885,190.8209228746216,1,3,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,cdLH2Ue3uAE,41_cdLH2Ue3uAE_6,6,7,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,159.0,166.0,170.0,180.0,53.25244465686885,190.8209228746216,3,4,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_0,0,1,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,17.0,18.0,19.0,32.0,9.315713389416288,138.39726932660182,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_1,1,2,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,19.0,32.0,40.0,67.0,9.315713389416288,138.39726932660182,3,4,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_2,2,3,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,40.0,67.0,79.0,83.0,9.315713389416288,138.39726932660182,4,2,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_3,3,4,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,79.0,83.0,84.0,90.0,9.315713389416288,138.39726932660182,2,3,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_4,4,5,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,84.0,90.0,117.0,118.0,9.315713389416288,138.39726932660182,3,2,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,fV6kDpBWU48,41_fV6kDpBWU48_5,5,6,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,117.0,118.0,119.0,131.0,9.315713389416288,138.39726932660182,2,3,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,jxgBKFK0368,41_jxgBKFK0368_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,86.0,90.0,91.0,94.0,69.66057992451897,143.16387592256305,1,2,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,jxgBKFK0368,41_jxgBKFK0368_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,91.0,94.0,133.0,143.0,69.66057992451897,143.16387592256305,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,oL7ER8u_H3g,41_oL7ER8u_H3g_0,0,1,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,39.0,54.0,60.0,61.0,38.65751254847279,74.53875480898168,3,2,False,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,oL7ER8u_H3g,41_oL7ER8u_H3g_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,60.0,61.0,62.0,74.0,38.65751254847279,74.53875480898168,2,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,uHARk4xQLTc,41_uHARk4xQLTc_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,18.0,21.0,31.0,34.0,14.669230893584116,60.08357725902704,1,2,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,uHARk4xQLTc,41_uHARk4xQLTc_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,31.0,34.0,49.0,56.0,14.669230893584116,60.08357725902704,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,uPeHNJYHWrI,41_uPeHNJYHWrI_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,0.0,15.0,20.0,22.0,0.0,159.0220942677852,1,2,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,uPeHNJYHWrI,41_uPeHNJYHWrI_1,1,2,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,20.0,22.0,80.0,86.0,0.0,159.0220942677852,2,2,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,uPeHNJYHWrI,41_uPeHNJYHWrI_2,2,3,2,586,wear a eye protection helmet,The state changes: wear a eye protection helmet is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,80.0,86.0,87.0,96.0,0.0,159.0220942677852,2,3,True,True,Complete the task: Arc Weld.,weld along the weld line -> clean weld line with a hammer,0.5
41,ArcWeld,uPeHNJYHWrI,41_uPeHNJYHWrI_3,3,4,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,87.0,96.0,149.0,159.0,0.0,159.0220942677852,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,vLuJs2Twi8c,41_vLuJs2Twi8c_0,0,1,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,77.0,82.0,93.0,100.0,60.3849004844587,213.088333,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,vLuJs2Twi8c,41_vLuJs2Twi8c_1,1,2,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,93.0,100.0,119.0,212.0,60.3849004844587,213.088333,3,4,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,wC1lkBDak2I,41_wC1lkBDak2I_0,0,1,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,0.0,7.0,33.0,110.0,0.0,113.23863374504351,4,3,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,xe2-FH6VgSQ,41_xe2-FH6VgSQ_0,0,1,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,58.0,71.0,72.0,94.0,51.9779758090791,156.29119239720217,3,4,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
41,ArcWeld,xe2-FH6VgSQ,41_xe2-FH6VgSQ_1,1,2,4,588,clean weld line with a hammer,Weld line with a hammer is now cleaned.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,72.0,94.0,95.0,105.0,51.9779758090791,156.29119239720217,4,3,False,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,xe2-FH6VgSQ,41_xe2-FH6VgSQ_2,2,3,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,95.0,105.0,116.0,125.0,51.9779758090791,156.29119239720217,3,3,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,xe2-FH6VgSQ,41_xe2-FH6VgSQ_3,3,4,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,116.0,125.0,134.0,156.0,51.9779758090791,156.29119239720217,3,3,True,True,Complete the task: Arc Weld.,(task complete),1.0
41,ArcWeld,zciJgT1XNvk,41_zciJgT1XNvk_0,0,1,1,585,hold electrode with a welding tong,The state changes: hold electrode with a welding tong is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,8.0,19.0,20.0,60.0,0.0,229.250611,1,3,True,True,Complete the task: Arc Weld.,wear a eye protection helmet -> weld along the weld line -> clean weld line with a hammer,0.25
41,ArcWeld,zciJgT1XNvk,41_zciJgT1XNvk_1,1,2,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,3,587,weld along the weld line,The state changes: weld along the weld line is performed.,20.0,60.0,188.0,229.0,0.0,229.250611,3,3,True,True,Complete the task: Arc Weld.,clean weld line with a hammer,0.75
42,CleanLeatherSeat,4fxQr2j0718,42_4fxQr2j0718_0,0,1,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,2.0,22.0,23.0,30.0,1.6526549146933205,31.91108495576459,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,6Ojpf6UwdVw,42_6Ojpf6UwdVw_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,40.0,52.0,60.0,75.0,26.485574681216754,145.2801073283457,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,6Ojpf6UwdVw,42_6Ojpf6UwdVw_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,60.0,75.0,79.0,139.0,26.485574681216754,145.2801073283457,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,6dBUJIRxcnY,42_6dBUJIRxcnY_0,0,1,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,5.0,6.0,21.0,47.0,0.0,123.20007404905328,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,6dBUJIRxcnY,42_6dBUJIRxcnY_1,1,2,3,518,clean the surface,The surface is now cleaned.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,21.0,47.0,48.0,79.0,0.0,123.20007404905328,3,2,False,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,6dBUJIRxcnY,42_6dBUJIRxcnY_2,2,3,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,48.0,79.0,87.0,99.0,0.0,123.20007404905328,2,2,True,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,6dBUJIRxcnY,42_6dBUJIRxcnY_3,3,4,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,87.0,99.0,101.0,112.0,0.0,123.20007404905328,2,3,True,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,76B2Cq24PDw,42_76B2Cq24PDw_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,0.0,8.0,11.0,25.0,0.0,43.22168648595029,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,76B2Cq24PDw,42_76B2Cq24PDw_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,11.0,25.0,26.0,39.0,0.0,43.22168648595029,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,8AfEedZ_pf8,42_8AfEedZ_pf8_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,4.0,7.0,12.0,20.0,1.7340501902113097,30.583914742498298,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,8AfEedZ_pf8,42_8AfEedZ_pf8_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,12.0,20.0,25.0,27.0,1.7340501902113097,30.583914742498298,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,8VfIDw97aaw,42_8VfIDw97aaw_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,13.0,19.0,20.0,32.0,7.586106543375903,37.46829899226853,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,8VfIDw97aaw,42_8VfIDw97aaw_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,20.0,32.0,33.0,35.0,7.586106543375903,37.46829899226853,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,9TUOPjykpWo,42_9TUOPjykpWo_0,0,1,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,75.0,102.0,104.0,124.0,64.32013067340495,125.201989,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,9YC9myVlEsY,42_9YC9myVlEsY_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,31.0,35.0,36.0,49.0,26.33497651551596,65.20434099345921,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,9YC9myVlEsY,42_9YC9myVlEsY_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,36.0,49.0,50.0,58.0,26.33497651551596,65.20434099345921,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,3,518,clean the surface,The surface is now cleaned.,59.0,61.0,62.0,72.0,45.30344517262289,130.20781396751997,1,3,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_1,1,2,3,518,clean the surface,The surface is now cleaned.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,62.0,72.0,73.0,81.0,45.30344517262289,130.20781396751997,3,2,False,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_2,2,3,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,73.0,81.0,83.0,94.0,45.30344517262289,130.20781396751997,2,3,True,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_3,3,4,3,518,clean the surface,The surface is now cleaned.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,83.0,94.0,95.0,109.0,45.30344517262289,130.20781396751997,3,2,False,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_4,4,5,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,95.0,109.0,110.0,117.0,45.30344517262289,130.20781396751997,2,3,True,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,AMWqEf-TuJw,42_AMWqEf-TuJw_5,5,6,3,518,clean the surface,The surface is now cleaned.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,110.0,117.0,118.0,124.0,45.30344517262289,130.20781396751997,3,2,False,True,Complete the task: Clean Leather Seat.,(task complete),1.0
42,CleanLeatherSeat,DzL_C30n8PI,42_DzL_C30n8PI_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,9.0,11.0,22.0,51.0,8.117889269195306,118.70822622461839,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,DzL_C30n8PI,42_DzL_C30n8PI_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,1,516,apply detergent to leather,Detergent to leather is now applied.,22.0,51.0,75.0,106.0,8.117889269195306,118.70822622461839,2,1,False,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,GMdqbo5upG4,42_GMdqbo5upG4_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,25.0,33.0,34.0,36.0,11.246613160805278,177.19814874463643,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,GMdqbo5upG4,42_GMdqbo5upG4_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,1,516,apply detergent to leather,Detergent to leather is now applied.,34.0,36.0,80.0,87.0,11.246613160805278,177.19814874463643,2,1,False,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,GMdqbo5upG4,42_GMdqbo5upG4_2,2,3,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,80.0,87.0,88.0,115.0,11.246613160805278,177.19814874463643,1,2,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,GMdqbo5upG4,42_GMdqbo5upG4_3,3,4,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,88.0,115.0,142.0,175.0,11.246613160805278,177.19814874463643,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,KdqSxAEVyJU,42_KdqSxAEVyJU_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,4.0,6.0,9.0,30.0,0.0,76.0668955181224,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,KdqSxAEVyJU,42_KdqSxAEVyJU_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,1,516,apply detergent to leather,Detergent to leather is now applied.,9.0,30.0,32.0,37.0,0.0,76.0668955181224,2,1,False,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,KdqSxAEVyJU,42_KdqSxAEVyJU_2,2,3,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,32.0,37.0,38.0,54.0,0.0,76.0668955181224,1,2,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,KdqSxAEVyJU,42_KdqSxAEVyJU_3,3,4,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,38.0,54.0,56.0,74.0,0.0,76.0668955181224,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,KfPchx1cMEM,42_KfPchx1cMEM_0,0,1,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,0.0,30.0,37.0,45.0,0.0,45.99400144968893,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,OUBZCr1o-SE,42_OUBZCr1o-SE_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,40.0,63.0,82.0,94.0,34.68469950156867,142.7297972841236,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,OUBZCr1o-SE,42_OUBZCr1o-SE_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,82.0,94.0,98.0,136.0,34.68469950156867,142.7297972841236,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,PJ30dJbkVJ4,42_PJ30dJbkVJ4_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,72.0,75.0,76.0,88.0,62.15992503852113,102.46901384699302,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,PJ30dJbkVJ4,42_PJ30dJbkVJ4_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,76.0,88.0,89.0,98.0,62.15992503852113,102.46901384699302,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,QAYy99rqMDU,42_QAYy99rqMDU_0,0,1,1,516,apply detergent to leather,Detergent to leather is now applied.,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,83.0,85.0,88.0,95.0,68.04821241954937,165.21994753383115,1,2,True,True,Complete the task: Clean Leather Seat.,wipe the detergent -> clean the surface,0.333
42,CleanLeatherSeat,QAYy99rqMDU,42_QAYy99rqMDU_1,1,2,2,517,wipe the detergent,The state changes: wipe the detergent is performed.,3,518,clean the surface,The surface is now cleaned.,88.0,95.0,105.0,110.0,68.04821241954937,165.21994753383115,2,3,True,True,Complete the task: Clean Leather Seat.,clean the surface,0.667
42,CleanLeatherSeat,QAYy99rqMDU,42_QAYy99rqMDU_2,2,3,3,518,clean the surface,The surface is now cleaned.,1,516,apply detergent to leather,Detergent to leather is now applied.,105.0,110.0,137.0,142.0,68.04821241954937,165.21994753383115,3,1,False,True,Complete the task: Clean Leather Seat.,(task complete),1.0
